Item,Form,Price
PLANET DRINK BOTTLE 350ML - BUBBLE UP,Btl,GHS 3.70
PLANET DRINK BOTTLE 350ML - COCKTAIL,Btl,GHS 3.70
PLANET DRINK BOTTLE 350ML - ORANGE,Btl,GHS 3.30
PLANET DRINK BOTTLE 350ML -POMME,Btl,GHS 3.70
PLANTAIN CHIPS SACHETS,Pcs,GHS 5.00
"PLASTER ROLLS 1""""""""""""""""(2.5CMX5M)",Pack,GHS 10.00
"PLASTER ROLLS 1/2""""""""(1.25CMX5M)",Pack,GHS 4.00
PLASTER ROLLS 2''(5CMX5M),Pack,GHS 18.00
PLASTER ROLLS 3'' (7.5CMX5M),Pack,GHS 25.00
PLASTER ROLLS 4''(10CMX5M),Pack,GHS 35.00
"PLASTER ROLLS 6""""""""""""""""(15CMX5M)",Pack,GHS 30.00
PLASTER STRIPS (SUPER UNION),Pcs,GHS 0.20
PLASTER STRIPS FIRST CALL,Pcs,GHS 0.20
PLASTER STRIPS HANSAPLAST,Pcs,GHS 0.50
PLASTER STRIPS PHARMADOCT,Pcs,GHS 0.20
PLASTIC BAGS(CHILDREN),Pcs,GHS 5.00
PLASTIC HAIR BAND,Pcs,GHS 6.00
PLATINUM COLLAGEN DERMA DRINK - BLACK CURRANT,Pcs,GHS 60.00
PLATINUM COLLAGEN DERMA DRINK - CHERRY FLAVOUR,Pcs,GHS 60.00
PLATINUM COLLAGEN DERMA DRINK - STRAWBERRY,Pcs,GHS 60.00
PLAVIX TABS 75MG,Tab,GHS 29.85
PLAY HOUSE HANDBAG & ICE CREAM SHOP,Pcs,GHS 40.00
PLAY TIME FLAVOURED LUBE 75ML,Pcs,GHS 35.00
PLAY TOOL SET,Pcs,GHS 40.00
PLAYBOY CONDOMS 3'S,Pack,GHS 6.00
PLAYBOY LUBRICANT 88.7ML,Pcs,GHS 50.00
PLAYSKOOL PONY FINGERS 2'S,Pack,GHS 25.00
PLENDIL TABS 10MG,Tab,GHS 12.11
PLENDIL TABS 5MG,Tab,GHS 10.50
PMF BP 200G,Pack,GHS 36.40
PMF BP 400G,Pcs,GHS 45.50
PO0010-POLAR CERVICAL COLLAR(HARD WITH CHIN) LARGE,Pack,GHS 137.00
PO0010-POLAR CERVICAL COLLAR(HARD WITH CHIN) MEDIUM,Pack,GHS 137.00
PO0010-POLAR CERVICAL COLLAR(HARD WITH CHIN) SMALL,Unit,GHS 92.00
PO0010-POLAR CERVICAL COLLAR(HARD WITH CHIN) XLARGE,Pcs,GHS 136.00
PO0010-POLAR CERVICAL COLLAR(HARD WITH CHIN) XXLARGE,Unit,GHS 92.00
PO0011-POLAR CERVICAL COLLAR(HARD WITHOUT CHIN) LARGE,Pack,GHS 137.00
PO0011-POLAR CERVICAL COLLAR(HARD WITHOUT CHIN) MEDIUM,Pack,GHS 137.00
PO0011-POLAR CERVICAL COLLAR(HARD WITHOUT CHIN) SMALL,Unit,GHS 78.00
PO0011-POLAR CERVICAL COLLAR(HARD WITHOUT CHIN) XLARGE,Pack,GHS 137.00
PO0012-POLAR ABOVE KNEE SURGICAL ELASTIC STOCKING LARGE,Pack,GHS 182.00
PO0012-POLAR ABOVE KNEE SURGICAL ELASTIC STOCKING MEDIUM,Pack,GHS 182.00
PO0012-POLAR ABOVE KNEE SURGICAL ELASTIC STOCKING XL,Pack,GHS 182.00
PO0016 POLAR CLOSE ANKLE SUPPORT LARGE,Pack,GHS 48.00
PO0016 POLAR CLOSE ANKLE SUPPORT MEDIUM,Pack,GHS 48.00
PO0016 POLAR CLOSE ANKLE SUPPORT SMALL,Unit,GHS 48.00
PO0016 POLAR CLOSE ANKLE SUPPORT XL,Pack,GHS 48.00
PO003-POLAR CLOSE KNEE SUPPORT LARGE,Pack,GHS 170.00
PO003-POLAR CLOSE KNEE SUPPORT MEDIUM,Pack,GHS 170.00
PO003-POLAR CLOSE KNEE SUPPORT SMALL,Pcs,GHS 63.64
PO003-POLAR CLOSE KNEE SUPPORT X- LARGE,Pack,GHS 170.00
PO003-POLAR CLOSE KNEE SUPPORT XXL,Unit,GHS 170.00
PO006-POLAR ANKLE BRACE LARGE,Pack,GHS 58.50
PO006-POLAR ANKLE BRACE MEDIUM,Pack,GHS 58.50
PO006-POLAR ANKLE BRACE XL,Pack,GHS 58.50
PO0076-POLAR SOFT COLLAR LARGE,Pack,GHS 111.00
PO0076-POLAR SOFT COLLAR MEDIUM,Pack,GHS 111.00
PO0076-POLAR SOFT COLLAR SMALL,Unit,GHS 110.00
PO0076-POLAR SOFT COLLAR XLARGE,Pack,GHS 111.00
PO0076-POLAR SOFT COLLAR XXLARGE,Pcs,GHS 110.00
POLAR - OPEN ANKLE SUPPORT L,Pack,GHS 63.00
POLAR - OPEN ANKLE SUPPORT M,Pack,GHS 63.00
POLAR - OPEN ANKLE SUPPORT SMALL,Unit,GHS 60.00
POLAR - OPEN ANKLE SUPPORT XL,Pack,GHS 63.00
POLAR ABOVE KNEE ELASTIC STOCKING LARGE,Single,GHS 248.18
POLAR ABOVE KNEE ELASTIC STOCKING MEDIUM,Single,GHS 248.18
POLAR ABOVE KNEE ELASTIC STOCKING SMALL,Single,GHS 248.18
POLAR ABOVE KNEE ELASTIC STOCKING XLARGE,Unit,GHS 248.18
POLAR ABOVE KNEE ELASTIC STOCKING XXL,Unit,GHS 248.18
POLAR ABOVE THIGH ELASTIC STOCKINGS LARGE,Single,GHS 235.45
POLAR ABOVE THIGH ELASTIC STOCKINGS MEDIUM,Single,GHS 235.45
POLAR ABOVE THIGH ELASTIC STOCKINGS SMALL,Single,GHS 235.45
POLAR ABOVE THIGH ELASTIC STOCKINGS XLARGE,Single,GHS 235.45
POLAR ABOVE THIGH ELASTIC STOCKINGS XXL,Single,GHS 235.45
POLAR ICE GEL 227G,Pcs,GHS 28.60
POLAR SHORT SURGICAL ELASTIC STOCKINGS LARGE,Unit,GHS 178.18
POLAR SHORT SURGICAL ELASTIC STOCKINGS MEDIUM,Unit,GHS 178.18
POLAR SHORT SURGICAL ELASTIC STOCKINGS SMALL,Unit,GHS 178.18
POLAR SHORT SURGICAL ELASTIC STOCKINGS XLARGE,Unit,GHS 248.00
POLAR WRIST SUPPORT L,Pack,GHS 65.00
POLAR WRIST SUPPORT M,Pack,GHS 65.00
POLAR WRIST SUPPORT XL,Unit,GHS 70.00
POLICE CITY DEFENDER SET,Pcs,GHS 100.00
POLICE COSTUME SET,Pack,GHS 250.00
POLO RED RALPH LAUREN 125ML,Pack,GHS 980.00
POLYFER CAPS 30'S,Pack,GHS 10.00
POLYFER FORTE SYRUP 150ML,Btl,GHS 23.00
POLYFER FORTE SYRUP 200ML,Btl,GHS 23.00
POLYGEL DUAL 200ML- ADVANCE RELIEF,SUPP,GHS 27.00
POLYGEL SUSP 120ML,Pack,GHS 11.50
POLYGEL SUSP 200ML,Box,GHS 15.50
POLYGYNAX VAG. PESS 12'S,Pack,GHS 151.00
POND ESSENTIAL CARE CREAM 50ML,Pack,GHS 44.00
PONSTAN CAPS 250MG,Cap,GHS 2.50
PORTIA VIGINAL RING PESSARY,Pack,GHS 97.00
POSH BOYS SHIRT + TROUSERS,Pcs,GHS 100.00
POSID (ETOPOSIDE) 100MG INJ,Pack,GHS 65.60
POSTINOR TABS 2'S,Pack,GHS 65.00
POT POURRI GEL AIR FRESHENER,Pcs,GHS 6.00
POTASSIUM CHLORIDE (KCL ) INJ 15 %,Amp,GHS 30.00
POTASSIUM CHLORIDE INJ 1G/10ML,Amp,GHS 33.00
POTASSIUM PERMAGANATE 400MG TAB(PERMITABS),Tab,GHS 7.00
POTEX 1 EC PILLS,Pack,GHS 29.80
POTEX 2 EC PILLS,Pack,GHS 29.80
POVIDINE -IODINE GERMICIDE 2% (BETADINE) 50ML,Btl,GHS 40.00
POVIDONE (WOKADINE) IODINE GERMICIDE GARGLE 50ML,Btl,GHS 68.00
POWER BANK 1000MAH,Pack,GHS 70.00
POWER FLOSS,Pcs,GHS 50.00
POWER HOUSE DEO SPRAY,Roll-On,GHS 19.00
POWER HOUSE ROLL ON (BRONZE CLASSIC),Roll-On,GHS 19.50
POWER HOUSE ROLL ON (DIAMOND STRENGTH),Roll-On,GHS 19.50
POWER HOUSE ROLL ON (NITROUS ENERGY),Pcs,GHS 19.50
POWER HOUSE ROLL ON (PLATINUM EXTREME),Pcs,GHS 19.50
POWER HOUSE ROLL ON (RUBY CLASSIC),Pcs,GHS 19.50
POWER HOUSE ROLL ON (TITANIUM DRY),Pcs,GHS 19.50
POWER HOUSE ROLL ON -CHROME INTENSE,Roll-On,GHS 19.50
POWER HOUSE ROLL ON 50ML,Pcs,GHS 19.50
POWERFUL WATER GUN B/S,Pcs,GHS 40.00
POWERPLAST CORN PAD 15'S,Pcs,GHS 12.00
POWERPUFFGIRLS SLIDES SIZE 25-32,Pcs,GHS 70.00
PPS PARTY BALLONS 20'S PINK,Pcs,GHS 14.00
PPS PARTY BALLONS 20'S- BLUE,Pcs,GHS 14.00
PRADA MILANO GIFT SET,Pcs,GHS 320.00
PRADAXA (DABIGATRAN) 110MG CAPS,Cap,GHS 15.00
PRALIDOXIME IODIDE INJ 500MG/20ML 5’S,Amp,GHS 28.00
PRAVASTATIN 40MG TABS,Tab,GHS 2.50
PRAZIQUANTEL TABS 600MG,Tab,GHS 16.00
PRAZIQUANTEL TABS 600MG,Tab,GHS 16.00
PRAZOSIN (HYPOVASE) 1MG TABS,Tab,GHS 3.20
PRE NAN,Pcs,GHS 110.50
PRE-MECO CAPS,Cap,GHS 2.80
PRE-SEED PERSONAL FERTILITY LUBRICANT 40G,Pcs,GHS 570.00
PRED FORTE EYE DROP 1% 10ML,Drops,GHS 200.00
PRED FORTE EYE DROP 1% 5ML,Pcs,GHS 143.25
PREDATOR ENERGY DRINK 350ML,Pcs,GHS 6.00
PREDICTA-DAY OVULATION TEST KIT,Pcs,GHS 128.00
PREDNISOLONE TAB 5MG ECL,Tab,GHS 0.30
PREGASAFE CAPS 75MG,Cap,GHS 3.50
PREGATAS CAPS 75MG,Cap,GHS 4.10
PREGNA PREMIUM 30'S,Pack,GHS 72.00
PREGNACARE 16 VIT & MINERALS- UK 30'S,Pack,GHS 120.00
PREGNACARE BEFORE CONCEPTION CAPS 30'S,Pack,GHS 135.00
PREGNACARE BREAST-FEEDING CAPS 84'S,Pack,GHS 240.00
PREGNACARE CONCEPTION CAPS 30'S,Pack,GHS 194.95
PREGNACARE CONCEPTION CAPS HIS OR HER,Pack,GHS 150.00
PREGNACARE GUMMIES 60'S,Pack,GHS 90.00
PREGNACARE LIQUID 200ML,Btl,GHS 160.00
PREGNACARE MAX CAPS 84'S,Pack,GHS 261.04
PREGNACARE NEW MUM CAPS,Pack,GHS 220.00
PREGNACARE PLUS OMEGA-3 56'S,Pack,GHS 333.43
PREGNANCY TEST CASSETE (BEO PHARM),Single,GHS 2.50
PREGNANCY TEST KIT BOXED,Pcs,GHS 11.50
PREMARIN CREAM (ESTROGEN) 14G,Tube,GHS 198.00
PREMARIN TABS 0.3MG STRIPS,Pack,GHS 200.00
PREMARIN TABS 0.625MG 28'S,Strip,GHS 220.00
PREMIUM COLLAGEN DRINK 25ML,Pcs,GHS 38.00
PRENATAL TABLET 30'S,Pack,GHS 50.00
PREPARATION HEMORHOIDAL OINTMENT,Tube,GHS 70.00
PRESS CROSSBODY BAGS,Pcs,GHS 100.00
PRESS DOT ANGRY,Pcs,GHS 55.00
PRESS DOT BACKPACK SPIDERMAN,Pcs,GHS 180.00
PRESS DOT BANANA,Pcs,GHS 18.00
PRESS DOT BEE SHAPE,Pcs,GHS 40.00
PRESS DOT GAMEPAD,Pcs,GHS 40.00
PRESS DOT HEART SHAPED,Pcs,GHS 16.00
PRESS DOT ICE CREAM,Pcs,GHS 35.00
PRESS DOT JUG,Pcs,GHS 45.00
PRESS DOT LEAVE SHAPE,Pcs,GHS 20.00
PRESS DOT OPTIMUS PRIME TRANSFORMERS,Pcs,GHS 44.00
PRESS DOT OWL SHAPE,Pcs,GHS 40.00
PRESS DOT PENCIL CASE,Pcs,GHS 60.00
PRESS DOT PURSE,Pcs,GHS 35.00
PRESS DOT PURSE BUTTERFLY,Pcs,GHS 30.00
PRESS DOT RHINO HEAD,Pcs,GHS 30.00
PRESS DOT SCHOOL BAG,Pcs,GHS 80.00
PRESS DOT SLEEPING FUZZY,Pcs,GHS 100.00
PRESS DOT TORTOISE BACK SHAPE,Pcs,GHS 40.00
PRESS DOT UNICORN NOTE BOOK,Pcs,GHS 80.00
PRESS DOT UNICORN SHAPE,Pcs,GHS 25.00
PRESS DOTS APPLE,Pcs,GHS 12.00
PRESS DOTS BACKPACK UNICORN,Pcs,GHS 180.00
PRESS DOTS BEETLE SHAPED,Pcs,GHS 18.00
PRESS DOTS BIRTHDAY CAKE,Pcs,GHS 45.00
PRESS DOTS FISH,Pcs,GHS 18.00
PRESS DOTS FRIES,Pcs,GHS 44.00
PRESS DOTS HEART BIG SIZE,Pcs,GHS 30.00
PRESS DOTS HEART SMALL SIZE,Pcs,GHS 10.00
PRESS DOTS OCTAGON BIG SIZE,Pcs,GHS 35.00
PRESS DOTS OCTAGON SMALL SIZE,Pcs,GHS 18.00
PRESS DOTS POKEMON,Pcs,GHS 35.00
PRESS DOTS ROUND LARGE SIZE,Pcs,GHS 35.00
PRESS DOTS ROUND SMALL SIZE,Pcs,GHS 18.00
PRESS DOTS ROUND WITH HOLE,Pcs,GHS 12.00
PRESS DOTS SNAIL SHAPED,Pcs,GHS 18.00
PRESS DOTS SQUARES BIG SIZE,Pcs,GHS 15.00
PRESS DOTS SQUARES MEDIUM SIZE,Pcs,GHS 18.00
PRESS DOTS SQUARES SMALL SIZE,Pcs,GHS 18.00
PRESS DOTS WITH DICE,Pcs,GHS 20.00
PRESS DOTS-BUILDING BLOCKS TOY J118,Pcs,GHS 100.00
PRETTY CLASSIC COTTON WOOL ROLL 100G,Pcs,GHS 28.00
PRETTY COSMETIC PADS 80'S,Pcs,GHS 18.00
PRETTY COTTON BUD 100'S,Pcs,GHS 12.00
PRETTY COTTON BUD 200'S,Pcs,GHS 20.00
PRETTY COTTON WOOL BALLS 100'S,Pcs,GHS 20.00
PRETTY COTTON WOOL PLEATS 100G,Pcs,GHS 12.00
PRETTY FRESH MOUTH SPRAY,Pcs,GHS 20.00
PRETTY INTIMATE PANTY LINER,Pcs,GHS 20.00
PRETTY INTIMATE SANITARY TOWELS 8'S,Pcs,GHS 10.00
PRETTY LADY PAD,Pcs,GHS 11.70
PRETTY LIP BALM 2'S-ALOE VERA,Pcs,GHS 8.00
PRETTY LIP BALM 2'S-BUBBLE GUM,Pcs,GHS 8.00
PRETTY LIP BALM 2'S-ORIGINAL,Pcs,GHS 8.00
PRETTY PHONE + SUNGLASS,Pcs,GHS 5.00
PRETTY PLAY MUSIC,Pcs,GHS 20.00
PRETTY QUICK NAIL BITTING DETERRENT 25ML,Pcs,GHS 65.00
PRETTY WOMAN HAIR BRUSH SET 5'S,Pcs,GHS 44.00
PRETTY WOMAN MAKE UP PUFF,Pcs,GHS 6.00
PRIDE POUR FEMME 100ML--RUE BROCA,Pcs,GHS 190.00
PRIMALAC DIGEST AC 400G,Can,GHS 68.00
PRIMALAC PREMIUM 1 400G,Can,GHS 65.00
PRIMALAC PREMIUM 2 400G,Can,GHS 65.00
PRIME CALAMINE LOTION 100ML,Btl,GHS 28.00
PRIME CASTOR OIL 100ML,Btl,GHS 18.00
PRIME CHAPET LIP POMADE,Pcs,GHS 6.00
PRIME ICTHAMOL OINT 10% 25G,Pcs,GHS 16.00
PRIME INSTANT HAND SANITIZER SPRAY 200ML,Pcs,GHS 20.00
PRIMIDONE SR TAB 100MG,Tab,GHS 10.00
PRIMIDONE TAB 25MG,Tab,GHS 8.50
PRIMOGYN DEPOT 10MG,Pcs,GHS 10.00
PRIMOLUT DEPOT INJ. 250MG,Amp,GHS 81.50
PRIMOLUT N TABS,Tab,GHS 2.20
PRIN D (VITAMIN D+ CALCIUM) EFF TAB 20'S,Pack,GHS 22.00
PRINCESS ANTI-PERSPIRANT 50ML - JASMINE,Pcs,GHS 4.70
PRINCESS DANCE,Pcs,GHS 10.00
PRINCESS KIDS JEWWERLRY,Pcs,GHS 20.00
PRINCIPLE HEALTHCARE CHEWABLE VIT C 500MG 30'S,Pack,GHS 20.00
PRINCIPLE HEALTHCARE IMMUNE+ (VIT C +ZINC) 20'S,Pcs,GHS 36.00
PRINCIPLE HYDROBOOST EFF TABS 20'S,Pcs,GHS 28.00
PRINGLES 12G S/S,Pcs,GHS 12.00
PRINGLES 130G,Pcs,GHS 13.00
PRINGLES 158G,Pcs,GHS 14.00
PRINGLES 200G,Pcs,GHS 24.00
PRINGLES 21G- GREEN,Pcs,GHS 3.00
PRINGLES 21G- RED,Pcs,GHS 3.00
PRINGLES 21G- YELLOW,Pcs,GHS 3.00
PRINGLES 40G,Pcs,GHS 18.00
PRINGLES 70G,Pcs,GHS 10.00
PRINGLES ORIGINAL 300G,Pcs,GHS 20.00
PRISTINE APRICOT FACIAL SCRUB,Pcs,GHS 4.80
PRO JASPER COMP. STOCKINGS THIGH HIGH L,Pcs,GHS 150.00
PRO JASPER COMP. STOCKINGS THIGH HIGH M,Pcs,GHS 150.00
PRO JASPER COMP. STOCKINGS THIGH HIGH XL,Pcs,GHS 150.00
PROBIOTIC ACIDOPHILUS 24`S,Pack,GHS 126.00
PROCOLD SYRUP 100ML,Btl,GHS 24.00
PROCOLD SYRUP 100ML,Btl,GHS 26.00
PROCOLD TABS 4'S,Sachet,GHS 12.32
PROCOMIL SPRAY,Pcs,GHS 120.00
PROCOMIL TABS,Tab,GHS 5.13
PROCYCLIDINE 5MG TAB,Tab,GHS 1.50
PROFESSIONAL COMB SET,Pcs,GHS 4.00
PROFOOT TOE BANDAGE,Pcs,GHS 80.00
PROGESTA 400MG PESS,Pack,GHS 240.00
PROGESTERONE INJ(GESTONE) 100MG/2ML,Amp,GHS 80.00
PROGESTERONE(AQSUSTEN) INJ 25MG/ML,Amp,GHS 30.00
PROGESTERONE(AQSUSTEN) INJ 50MG,Amp,GHS 37.00
PROGEVERA 5MG -24'S,Pack,GHS 99.88
PROGEVERA 5MG -24'S,Pack,GHS 99.88
PROGYNOVA 2MG TABS 84'S,Pack,GHS 300.00
PROMAN CAPS 30'S,Pack,GHS 91.00
PROMAN CAPS 50+ 30'S,Pack,GHS 100.00
PROMAN DRINK 250ML,Can,GHS 19.80
PROMECINE SYRP 125ML,Btl,GHS 5.00
PROMETHAZINE INJ 50MG/2ML,Amp,GHS 2.60
PROMETHAZINE SYR 60ML (ECL),Btl,GHS 9.76
PROMETHAZINE SYR. (LETAP),Btl,GHS 6.00
PROMETHAZINE TAB 25MG (PHENERGAN),Tab,GHS 0.50
PROMETHAZINE TABS 25MG (ECL),Tab,GHS 0.20
PROPOFOL INJ. 1%,Amp,GHS 68.00
PROPRANOLOL TAB 80MG UK,Tab,GHS 1.50
PROPRANOLOL TAB 80MG UK,Tab,GHS 1.50
PROPRANOLOL TABS 10MG UK,Tab,GHS 0.70
PROPRANOLOL TABS 40MG (ECL),Tab,GHS 0.20
PROPYLTHIOURACIL TABS 50MG,Tab,GHS 4.00
PROSCAR TAB 5MG,Tab,GHS 16.00
PROSHIELD PLUS SKIN PROTECTANT 115G,Pcs,GHS 50.00
PROSLUV CAPS,Pack,GHS 40.00
PROSPAN SYRUP 100ML,Btl,GHS 30.00
PROSTACARE CAPS 30'S (MEGA),Pack,GHS 169.00
PROSTACURE TEA,Pack,GHS 36.00
PROSTACURE X CAPS,Pack,GHS 46.91
PROSTAFF KIDS WRIST WATCH,Pcs,GHS 20.00
PROSTAJOY,Pcs,GHS 38.29
PROSTAN EYE DROPS 2.5ML,Drops,GHS 163.00
PROSTAP 3DCS INJ,Unit,"GHS 2,300.00"
PROSTAP SR D C S,Unit,GHS 450.00
PROSTAT 60 CAPS 10'S,Pack,GHS 39.00
PROSTAT 60 CAPS 30'S,Pack,GHS 200.00
PROSTAT BLADDER PAD,Pcs,GHS 30.00
PROSTAVITAL CAPS 30'S (HEALTHAID),Pack,GHS 166.00
PROSTAVITE CAPS 20'S,Pack,GHS 37.20
PROSTEZ CAPS 30'S,Pack,GHS 182.00
PROTAMINE SULPHATE INJ. 5ML 10'S,Amp,GHS 15.60
PROVERA 10MG TABS,Tab,GHS 7.80
PROVERA 5MG TABS,Tab,GHS 4.80
PROVIRON TABS 20'S,Pack,GHS 129.00
PROWOMAN 50+ CAPS,Pack,GHS 117.00
PROWOMAN CAPS 30'S,Pack,GHS 101.50
PROWOMAN DRINK 250ML,Can,GHS 19.00
PROXEED PLUS SACHETS,Sachet,GHS 25.71
PROXEED WOMEN SACHETS 30'S,Sachet,GHS 18.11
PROXIMEXA SUSP 125MG/5ML 50ML,Btl,GHS 100.00
PROXIMEXA SUSP 250MG/5ML 50ML,Btl,GHS 150.00
PROXIMEXA TAB 250MG,Tab,GHS 8.90
PROXIMEXA TAB 500MG,Tab,GHS 14.80
PROZAC CAPS,Cap,GHS 3.80
PT-601 STREET MACHINE CAR,Pcs,GHS 4.00
PUKKA NON ALCOHOLIC HERBAL DRINK,Pcs,GHS 2.00
PULMICORT INHALER 100MCG,Pcs,GHS 34.00
PULMICORT INHALER 200MCG,Pcs,GHS 70.00
PULMICORT INHALER 400MCG,Pcs,GHS 120.00
"PULMICORT NEB 0.25MG/ML, 2ML",Single,GHS 25.00
"PULMICORT NEB 0.5MG/ML, 2ML",Single,GHS 44.00
PUNCH & JUDY TOOTHPASTE TUTTI FRUTTI,Pcs,GHS 25.00
PUNCH & JUDY TOOTHPASTE- MILDLY MINTY,Pcs,GHS 25.00
PUNCH & JUDY TOOTHPASTE-FUN BUBBLEGUM,Pcs,GHS 25.00
PUNCH & JUDY TOOTHPASTE-HINT OF MINT,Pcs,GHS 25.00
PUNCH & JUDY TOOTHPASTE-STRAWBERRY,Pcs,GHS 25.00
PURDEYS FRUIT DRINK 330ML--REFOCUS,Can,GHS 25.00
PURDEYS FRUIT DRINK 330ML--REJUVINATE GRAPE & APPLE,Can,GHS 25.00
PURDEYS FRUIT DRINK 330ML--REPLENISH,Can,GHS 25.00
PURE 3 IN 1 MAKEUP REMOVAL WIPES 25'S,Pcs,GHS 18.00
PURE AGE DEFIANCE WIPES,Pcs,GHS 6.20
PURE DEEP CLEANSING WIPES 25'S,Pcs,GHS 18.00
PURE EXFOLIATING WIPES,Pcs,GHS 6.20
PURE FEMININE CLEANSING WIPES,Pcs,GHS 6.20
PURE GLUTAMINE POWDER 300G,Pcs,GHS 200.00
PURE HEALTHY HAPPY STAINLESS STEEL VACCUM CUP,Pcs,GHS 40.00
PURE HEAVEN SPARKLING WINE APPLE,Pcs,GHS 10.00
PURE HEAVEN SPARKLING WINE RED,Pcs,GHS 18.00
PURE HMB 1000MG TABS 90'S,Pack,GHS 130.00
PURE HONEY 1LITRE,Btl,GHS 18.60
PURE HONEY 250G,Pcs,GHS 22.80
PURE HONEY 500G,Pcs,GHS 37.00
PURE KLENZ HAND SANITIZER 100ML,Pcs,GHS 12.70
PURE KLENZ HAND SANITIZER 50ML,Pcs,GHS 10.10
PURE KLENZ SANITIZER 600ML,Pcs,GHS 20.00
PURE NONI JUICE 750ML,Btl,GHS 60.00
PURE SENSITIVE CLEANING WIPES 25'S,Pcs,GHS 20.00
PURE TEA TREE FACIAL WIPES 25'S,Pcs,GHS 25.00
PURE-KLENZ HAND SANITIZER 250ML,Pcs,GHS 25.70
PUREKLENZ SANITIZER 600ML,Pcs,GHS 45.20
PURESSENTIEL ANTI-STING STOP MOSQUITOES,Pcs,GHS 200.00
PURESSENTIEL HEAD LICE TREATMENT LOTION 100ML,Pcs,GHS 300.00
PUREVER KIDS OMEGA 3 MULTIVITE GUMMIES 60'S,Pcs,GHS 50.00
PURINA GOURMET CAT FOOD 50G,Pcs,GHS 3.50
PURITANS PRIDE MELATONIN 10MG 120S,Pcs,GHS 156.00
PURITY FRUIT JUICE,Pcs,GHS 2.00
PURITY JARS 125ML,Unit,GHS 1.30
PURITY JARS 200ML,Pcs,GHS 1.80
PURITY JARS 80ML,Pcs,GHS 1.20
PURITY PLUS CHARCOAL FACE MASK 100ML,Pcs,GHS 8.50
PURITY PLUS CHARCOAL FACIAL SCRUB 150ML,Pcs,GHS 8.50
PURITY PLUS CHARCOAL FACIAL WASH 150ML,Pcs,GHS 8.50
PYLIN CAPS 60'S,Pack,GHS 43.00
PYRAMAX (PYRONARIDINE/ ARTESUNATE) 180MG/160MG,Pack,GHS 10.00
PYRIDOXIN 4OMG TAB (VIT B6),Tab,GHS 3.00
Q CHILDREN'S T-SHIRT,Pcs,GHS 30.00
Q.H (NECKLACE & EARRING ) SET,Pcs,GHS 10.00
Q.H SIX COLOURFUL HAIR BAND,Pcs,GHS 20.00
Q.H. SUNGLASSES,Pcs,GHS 25.00
Q55 KIDS TABLET PC,Pcs,GHS 350.00
Q7146-TRAVEL BOTTLE KIT,Pcs,GHS 15.00
QC1150E MY FANTASTIC LEARNING BOARD,Pcs,GHS 60.00
QF 8186 SENSOR FLASHING CRYSTA BALL,Pcs,GHS 43.00
QH ACCESSORY SET,Pcs,GHS 15.00
QH JEWELRY SET,Pcs,GHS 20.00
QJ5566-FIRST CLASSROOM,Pcs,GHS 30.00
QJ5567-FIRST CLASSROOM,Pcs,GHS 24.00
QL-007 FASHION GUN,Pcs,GHS 35.00
QL8187-MAKEUP PUFF SINGLES,Pcs,GHS 7.00
QS520A TRACK TRAIN,Pcs,GHS 65.00
QT-8127 BABY TRAINING T/B 6+,Pcs,GHS 20.00
QUADRAGEL 30G,Pcs,GHS 80.00
QUADRIDERM CREAM 15GM,Pcs,GHS 30.90
QUAKER OAT 1.19KG,Pcs,GHS 40.00
QUAKER OAT 500G,Pcs,GHS 40.00
QUAKER ROLLED OATS 1KG,Pcs,GHS 50.00
QUAMTRAX CREATINE POWDER,Pcs,GHS 50.00
QUAMTRAX MARINE COLLAGEN TABS 120'S,Pcs,GHS 80.00
QUAMTRAX MEGA VITAMINS FOR WOMEN 60'S,Pcs,GHS 40.00
QUAMTRAX NUTRITION COLLAGEN COLLAGEN PLUS POWDER350G,Pcs,GHS 290.00
QUAMTRAX NUTRITION COLLAGEN COLLAGEN POWDER 300G,Pcs,GHS 280.00
QUAMTRAX PURE CREATINE POWDER 300G,Pcs,GHS 50.00
QUAMTRAX SUPER FAT BURNER CAPS 60'S,,GHS 36.00
QUAMTRAX VIT. E 400IN CAP 60`S,Pack,GHS 100.00
QUEEN ELIZ COC BUTT CRM L/S-500ML,Pcs,GHS 30.00
QUEEN ELIZ COC BUTT CRM M/S-250ML,Pcs,GHS 21.00
QUEEN ELIZ COC BUTT CRM S/S-125ML,Pcs,GHS 13.00
QUEEN ELIZ COC BUTT LOTION 250ML,Pcs,GHS 18.20
QUEEN ELIZ COC BUTT LOTION 400ML,Pcs,GHS 20.00
QUEEN ELIZ COC BUTT LOTION 800ML,Pcs,GHS 35.00
QUEEN HELENE COCONUT OIL 318ML,Pcs,GHS 25.00
QUEEN'S CITRUS MIXED DROPS,Pcs,GHS 25.00
QUEEN'S DELIGHT,Pcs,GHS 25.00
QUEEN'S DELIGHT (WILD BERRY DROPS ),Pcs,GHS 25.00
QUEEN'S MULTIFRUIT DROPS,Pcs,GHS 25.00
QUERAY BEAUTY FRESH OCEAN SHOWER GEL 1LTR,Pcs,GHS 45.00
QUESTRAN POWDER SACHETS,Sachet,GHS 18.00
QUETIAPINE 100MG TAB,Tab,GHS 2.40
QUETIAPINE 150MG TAB,Tab,GHS 1.50
QUETIAPINE TAB 200MG,Tab,GHS 3.00
QUETIAPINE TAB 25MG,Tab,GHS 1.00
QUETIAPINE TAB 50MG,Tab,GHS 3.00
